DATE & TIME,CHOKE,WELL Name,Test,Well Head Pressure  psig,Well Head Temp deg C,Sep. Static Pressure psig,Sep. Gas Temp deg C,Gas Spec. Gravity air=1,Gas Rate Sm3/d,Gas Cumm. Sm3,GOR (Gas/Oil Ratio) m3/m3,Oil Density  g/cm3,Oil Temp deg C, Raw Oil Flow  m3/d,Oil Flow Sm3/d,Water Flow Rate m3/d,WaterDensity Kg/m3,Flow Water Cut  %,,,,,,
28-Oct-20 18:00,40,LCA-3010,sep-movil-r3,1423.8,64.18,1324.03,40.15,-,182541.47,7605.89,4096.683,0.544,54.09,69.19,44.56,12.81,1.07,22.329,182.54,40.96682867,,,,
28-Oct-20 19:00,40,LCA-3010,sep-movil-r3,1431.4,63.95,1337.28,38.91,-,182512.98,7604.71,4073.67,0.545,53.50,69.57,44.80,13.05,1.07,22.557,182.51,40.73670382,,,,
28-Oct-20 20:00,40,LCA-3010,sep-movil-r3,1439.9,63.71,1341.28,38.91,-,182603.67,7608.49,4086.86,0.543,53.11,69.38,44.68,13.15,1.07,22.739,182.60,40.86856031,,,,
28-Oct-20 21:00,40,LCA-3010,sep-movil-r3,1438.7,63.57,1339.77,37.54,-,182993.97,7624.75,4072.11,0.544,52.74,69.78,44.94,13.99,1.07,23.741,182.99,40.72114178,,,,
28-Oct-20 22:00,40,LCA-3010,sep-movil-r3,1433.7,63.59,1337.99,36.67,-,182830.06,7617.92,4072.55,0.542,52.57,69.71,44.89,13.01,1.07,22.469,182.83,40.72552126,,,,
28-Oct-20 23:00,40,LCA-3010,sep-movil-r3,1430.0,62.72,1335.26,32.39,-,182773.81,7615.58,4109.62,0.543,52.88,69.06,44.47,13.11,1.07,22.766,182.77,41.0961865,,,,
29-Oct-20 0:00,40,LCA-3010,sep-movil-r3,1427.0,62.70,1334.52,35.52,-,182448.55,7602.02,4102.31,0.543,52.81,69.06,44.47,12.49,1.07,21.926,182.45,41.02305269,,,,
29-Oct-20 1:00,40,LCA-3010,sep-movil-r3,1423.4,62.45,1319.01,33.80,-,182285.75,7595.24,4073.28,0.545,52.44,69.49,44.75,13.36,1.067,22.990,182.29,40.73282585,,,,
29-Oct-20 2:00,40,LCA-3010,sep-movil-r3,1417.2,62.95,1316.26,37.40,-,182383.91,7599.33,4061.45,0.544,54.05,69.73,44.91,13.35,1.07,22.916,182.38,40.61448863,,,,
29-Oct-20 3:00,40,LCA-3010,sep-movil-r3,1411.6,63.58,1312.90,41.06,-,182473.78,7603.07,4059.38,0.544,56.23,69.80,44.95,13.09,1.07,22.553,182.47,40.59375056,,,,
29-Oct-20 4:00,40,LCA-3010,sep-movil-r3,1408.0,63.70,1304.03,40.76,-,182181.82,7590.91,4087.43,0.545,56.54,69.21,44.57,13.13,1.068,22.755,182.18,40.87429921,,,,
29-Oct-20 5:00,40,LCA-3010,sep-movil-r3,1408.4,63.97,1302.27,38.48,-,182390.14,7599.59,4092.70,0.546,56.17,69.20,44.56,13.33,1.07,23.025,182.39,40.92695132,,,,
29-Oct-20 6:00,40,LCA-3010,sep-movil-r3,1399.1,64.34,1298.58,38.11,-,183573.11,7648.88,4137.78,0.544,54.67,68.89,44.37,13.20,1.07,22.931,183.57,41.37776354,,,,
29-Oct-20 7:00,40,LCA-3010,sep-movil-r3,1406.1,64.48,1312.29,40.36,-,182536.07,7605.67,4043.96,0.544,54.62,70.09,45.14,13.05,1.07,22.427,182.54,40.43959231,,,,
29-Oct-20 8:00,40,LCA-3010,sep-movil-r3,1406.1,64.48,1312.29,40.36,-,183536.07,7647.34,4185.55,0.544,54.62,68.09,43.85,13.75,1.07,23.872,183.54,41.85547034,,,,
29-Oct-20 9:00,40,LCA-3010,sep-movil-r3,1408.3,64.97,1311.25,39.50,-,184537.19,7689.05,4297.37,0.542,56.06,66.68,42.94,10.22,1.07,19.224,184.54,42.97367002,,,,
29-Oct-20 10:00,40,LCA-3010,sep-movil-r3,1410.8,44.49,1315.36,39.28,-,185159.83,7714.99,4288.71,0.543,56.04,67.04,43.17,15.27,1.07,26.128,185.16,42.88712171,,,,
29-Oct-20 11:00,40,LCA-3010,sep-movil-r3,1416.8,64.80,1304.32,39.65,-,185435.93,7726.50,4282.97,0.549,56.78,67.23,43.30,12.66,1.07,22.625,185.44,42.82968774,,,,
29-Oct-20 12:00,40,LCA-3010,sep-movil-r3,1419.6,64.61,1304.47,42.01,-,185110.89,7712.95,4279.92,0.545,57.54,67.16,43.25,13.35,1.068,23.586,185.11,42.79917662,,,,
29-Oct-20 13:00,40,LCA-3010,sep-movil-r3,1423.2,64.12,1312.97,39.20,-,184385.53,7682.73,4298.35,0.543,54.74,66.61,42.90,16.84,1.069,28.190,184.39,42.98347617,,,,
29-Oct-20 14:00,40,LCA-3010,sep-movil-r3,1416.5,64.57,1312.55,41.00,-,184070.70,7669.61,4280.73,0.543,55.35,66.77,43.00,15.31,1.069,26.256,184.07,42.807259,,,,
29-Oct-20 15:00,40,LCA-3010,sep-movil-r3,1412.9,63.83,1312.55,42.76,-,183749.64,7656.24,4226.42,0.542,56.27,67.51,43.48,13.97,1.07,24.318,183.75,42.26418722,,,,
29-Oct-20 16:00,40,LCA-3010,sep-movil-r3,1416.6,64.10,1312.21,42.80,-,182682.44,7611.77,4104.00,0.542,56.80,69.12,44.51,13.36,1.07,23.085,182.68,41.03998627,,,,
29-Oct-20 17:00,40,LCA-3010,sep-movil-r3,1426.4,64.47,1313.71,40.88,-,181709.82,7571.24,4062.75,0.544,56.21,69.45,44.73,14.08,1.07,23.943,181.71,40.627517,,,,
31-Oct-20 20:00,40,LCA-3007,sep-movil-r3,1669.9,58.19,1319.39,50.72,-,292424.51,12184.35,7995.69,0.556,51.05,56.79,36.57,42.06,1.05,53.489,,,,,,
31-Oct-20 21:00,40,LCA-3007,sep-movil-r3,1667.6,56.29,1318.72,50.29,-,291101.42,12129.23,7800.19,0.557,52.43,57.95,37.32,41.31,1.05,52.537,,,,,,
31-Oct-20 22:00,40,LCA-3007,sep-movil-r3,1666.4,55.07,1319.06,49.36,-,291212.02,12133.83,7947.15,0.557,51.88,56.90,36.64,41.36,1.05,53.023,,,,,,
31-Oct-20 23:00,40,LCA-3007,sep-movil-r3,1665.1,55.48,1318.88,48.31,-,291120.63,12130.03,7838.58,0.555,51.13,57.67,37.14,41.34,1.05,52.676,,,,,,
01-Nov-20 0:00,40,LCA-3007,sep-movil-r3,1660.1,55.76,1316.09,46.43,-,292224.44,12176.02,7987.41,0.556,50.11,56.81,36.59,40.92,1.05,52.796,,,,,,
01-Nov-20 1:00,40,LCA-3007,sep-movil-r3,1661.1,53.82,1316.05,44.85,-,291285.41,12136.89,7974.37,0.553,50.52,56.72,36.53,41.55,1.05,53.216,,,,,,
01-Nov-20 2:00,40,LCA-3007,sep-movil-r3,1656.3,53.25,1314.35,44.47,-,291254.10,12135.59,7820.47,0.553,52.68,57.83,37.24,42.91,1.05,53.535,,,,,,
01-Nov-20 3:00,40,LCA-3007,sep-movil-r3,1653.4,52.33,1307.68,43.99,-,291544.77,12147.70,7949.24,0.555,52.35,56.95,36.68,41.31,1.05,52.971,,,,,,
01-Nov-20 4:00,40,LCA-3007,sep-movil-r3,1654.3,53.04,1304.71,44.24,-,291291.28,12137.14,7943.72,0.555,52.17,56.94,36.67,41.51,1.05,53.096,,,,,,
01-Nov-20 5:00,40,LCA-3007,sep-movil-r3,1652.2,58.73,1305.33,49.01,-,292103.52,12170.98,7822.99,0.556,52.75,57.98,37.34,42.36,1.05,53.150,,,,,,
01-Nov-20 6:00,40,LCA-3007,sep-movil-r3,1652.9,59.71,1305.56,50.60,-,291934.12,12163.92,7965.45,0.556,55.66,56.91,36.65,42.10,1.05,53.460,,,,,,
01-Nov-20 7:00,40,LCA-3007,sep-movil-r3,1652.5,56.55,1305.62,48.62,-,291144.77,12131.03,7957.90,0.556,55.76,56.81,36.59,41.35,1.05,53.057,,,,,,
01-Nov-20 8:00,40,LCA-3007,sep-movil-r3,1653.5,60.03,1304.82,51.19,-,291133.46,12130.56,7967.41,0.555,56.07,56.74,36.54,41.34,1.05,53.081,,,,,,
01-Nov-20 9:00,40,LCA-3007,sep-movil-r3,1655.0,59.96,1304.87,50.53,-,291209.88,12133.75,7947.09,0.555,56.54,56.90,36.64,42.41,1.05,53.647,,,,,,
01-Nov-20 10:00,40,LCA-3007,sep-movil-r3,1653.7,63.12,1304.46,53.09,-,292258.35,12177.43,7866.48,0.554,57.39,57.69,37.15,41.33,1.05,52.662,,,,,,
01-Nov-20 11:00,40,LCA-3007,sep-movil-r3,1655.8,61.98,1304.34,53.27,-,292598.27,12191.59,8010.32,0.555,58.34,56.72,36.53,42.05,1.05,53.514,,,,,,
01-Nov-20 12:00,40,LCA-3007,sep-movil-r3,1653.8,63.34,1304.65,53.96,-,291008.62,12125.36,7807.13,0.555,58.72,57.88,37.27,41.45,1.05,52.652,,,,,,
01-Nov-20 13:00,40,LCA-3007,sep-movil-r3,1652.9,60.23,1302.64,53.72,-,292231.91,12176.33,7841.30,0.555,58.62,57.87,37.27,41.18,1.05,52.493,,,,,,
01-Nov-20 14:00,40,LCA-3007,sep-movil-r3,1655.0,61.52,1305.13,54.33,-,291577.42,12149.06,7816.99,0.555,58.16,57.92,37.30,42.27,1.05,53.123,,,,,,
01-Nov-20 15:00,40,LCA-3007,sep-movil-r3,1659.8,63.45,1315.43,55.11,-,291457.70,12144.07,7830.00,0.554,58.89,57.80,37.22,42.24,1.05,53.157,,,,,,
01-Nov-20 16:00,40,LCA-3007,sep-movil-r3,1661.2,64.89,1324.60,56.47,-,291548.70,12147.86,7959.13,0.553,59.54,56.88,36.63,41.43,1.05,53.074,,,,,,
01-Nov-20 17:00,40,LCA-3007,sep-movil-r3,1619.3,63.72,1332.67,55.70,-,291145.90,12131.08,7955.13,0.554,59.37,56.83,36.60,41.26,1.05,52.994,,,,,,
01-Nov-20 18:00,40,LCA-3007,sep-movil-r3,1665.2,59.46,1334.54,54.51,-,291513.20,12146.38,7847.79,0.554,59.07,57.68,37.15,41.86,1.05,52.983,,,,,,
01-Nov-20 19:00,40,LCA-3007,sep-movil-r3,1663.9,58.62,1336.61,53.82,-,291843.41,12160.14,7910.16,0.552,57.85,57.29,36.89,41.05,1.051,52.666,,,,,,
26-Oct-20 16:00,40,LCA-3008,sep-movil-r3,1378.7,55.06,1315.17,43.97,-,152792.77,6366.37,3704.36,0.546,54.32,64.65,41.25,10.88,1.07,20.872,,,,,,
26-Oct-20 17:00,40,LCA-3008,sep-movil-r3,1382.0,56.92,1319.06,46.94,-,153656.98,12768.74,3740.94,0.544,54.64,64.38,41.07,11.89,1.07,22.449,,,,,,
26-Oct-20 18:00,40,LCA-3008,sep-movil-r3,1382.2,53.62,1319.27,43.72,-,156665.26,19296.46,3795.31,0.544,55.24,64.70,41.28,11.87,1.07,22.334,,,,,,
26-Oct-20 19:00,40,LCA-3008,sep-movil-r3,1383.4,53.39,1321.49,41.27,-,157114.22,25842.88,3811.49,0.547,53.54,64.61,41.22,11.62,1.07,21.990,,,,,,
26-Oct-20 20:00,40,LCA-3008,sep-movil-r3,1379.3,50.01,1317.88,39.60,-,156957.02,32382.76,3787.75,0.546,52.27,64.95,41.44,11.49,1.07,21.709,,,,,,
26-Oct-20 21:00,40,LCA-3008,sep-movil-r3,1375.7,49.17,1313.75,38.22,-,156012.56,38883.28,3792.99,0.545,51.69,64.47,41.13,11.81,1.07,22.307,,,,,,
26-Oct-20 22:00,40,LCA-3008,sep-movil-r3,1379.3,50.42,1317.95,38.90,-,157800.25,45458.29,3834.07,0.547,51.05,64.51,41.16,11.11,1.07,21.256,,,,,,
26-Oct-20 23:00,40,LCA-3008,sep-movil-r3,1379.5,50.99,1318.79,37.86,-,157016.01,52000.63,3820.34,0.545,51.32,64.42,41.10,11.14,1.07,21.325,,,,,,
27-Oct-20 0:00,40,LCA-3008,sep-movil-r3,1377.1,53.74,1317.95,39.95,-,157312.05,58555.30,3745.57,0.546,52.54,65.83,42.00,11.83,1.07,21.977,,,,,,
27-Oct-20 1:00,40,LCA-3008,sep-movil-r3,1378.3,53.66,1315.93,40.91,-,156959.35,65095.27,3807.74,0.544,53.87,64.61,41.22,11.79,1.07,22.241,,,,,,
27-Oct-20 2:00,40,LCA-3008,sep-movil-r3,1378.4,52.35,1314.63,38.86,-,156266.02,71606.35,3781.55,0.544,54.31,64.77,41.32,11.71,1.07,22.080,,,,,,
27-Oct-20 3:00,40,LCA-3008,sep-movil-r3,1373.3,50.42,1313.07,33.70,-,156362.85,78121.47,3792.09,0.545,53.53,64.63,41.23,11.32,1.07,21.540,,,,,,
27-Oct-20 4:00,40,LCA-3008,sep-movil-r3,1368.1,51.79,1304.28,33.23,-,157488.40,84683.49,3815.85,0.547,53.53,64.69,41.27,11.40,1.08,21.643,,,,,,
27-Oct-20 5:00,40,LCA-3008,sep-movil-r3,1364.6,52.98,1301.00,34.64,-,157774.30,91257.42,3859.76,0.545,54.46,64.07,40.88,11.21,1.07,21.522,,,,,,
27-Oct-20 6:00,40,LCA-3008,sep-movil-r3,1363.1,51.41,1299.73,32.82,-,157202.25,97807.51,3830.23,0.546,53.99,64.33,41.04,11.28,1.08,21.559,,,,,,
27-Oct-20 7:00,40,LCA-3008,sep-movil-r3,1363.0,52.37,1300.44,33.81,-,157940.89,104388.38,3865.05,0.544,54.96,64.05,40.86,11.11,1.08,21.376,,,,,,
27-Oct-20 8:00,40,LCA-3008,sep-movil-r3,1363.5,48.41,1300.37,30.45,-,157916.68,110968.24,3884.47,0.547,53.55,63.72,40.65,12.49,1.07,23.502,,,,,,
27-Oct-20 9:00,40,LCA-3008,sep-movil-r3,1364.3,49.23,1299.44,29.73,-,160271.79,117646.24,3886.89,0.548,52.36,64.63,41.23,13.75,1.07,25.007,,,,,,
27-Oct-20 10:00,40,LCA-3008,sep-movil-r3,1360.8,48.03,1298.77,28.90,-,160093.33,124316.79,3883.16,0.548,51.59,64.62,41.23,13.98,1.07,25.323,,,,,,
27-Oct-20 11:00,40,LCA-3008,sep-movil-r3,1366.2,49.64,1299.24,30.26,-,159877.36,130978.35,3933.31,0.549,51.85,63.71,40.65,14.55,1.07,26.360,,,,,,
27-Oct-20 12:00,40,LCA-3008,sep-movil-r3,1365.2,48.99,1299.03,30.08,-,160252.62,137655.54,3906.98,0.549,52.15,64.29,41.02,14.34,1.07,25.905,,,,,,
27-Oct-20 13:00,40,LCA-3008,sep-movil-r3,1364.4,50.35,1299.69,32.05,-,158955.56,144278.69,3868.14,0.548,51.77,64.41,41.09,14.42,1.07,25.976,,,,,,
27-Oct-20 14:00,40,LCA-3008,sep-movil-r3,1368.4,51.29,1299.55,33.53,-,158656.06,150889.36,3839.39,0.548,52.26,64.77,41.32,13.51,1.07,24.638,,,,,,
27-Oct-20 15:00,40,LCA-3008,sep-movil-r3,1364.3,51.06,1299.62,34.46,-,157924.22,157469.53,3976.39,0.548,52.64,62.25,39.72,15.07,1.07,27.507,,,,,,
27-Oct-20 17:00,50,LCA-3009,sep-movil-r3,1327.5,63.39,1298.42,34.28,-,150132.06,6255.50,4067.78,0.553,53.16,57.31,36.91,10.25,1.08,21.736,,,,,,
27-Oct-20 18:00,50,LCA-3009,sep-movil-r3,1326.8,59.26,1298.51,33.39,-,150873.94,6286.41,4188.74,0.548,51.21,55.93,36.02,10.71,1.07,22.919,,,,,,
27-Oct-20 19:00,50,LCA-3009,sep-movil-r3,1327.2,60.57,1298.43,32.18,-,150666.51,6277.77,4110.95,0.550,51.34,56.91,36.65,13.17,1.07,26.435,,,,,,
27-Oct-20 20:00,50,LCA-3009,sep-movil-r3,1327.1,60.65,1298.88,30.81,-,152675.03,6361.46,4217.63,0.550,51.38,56.21,36.20,13.26,1.07,26.810,,,,,,
27-Oct-20 21:00,50,LCA-3009,sep-movil-r3,1324.4,57.55,1298.74,30.96,-,152437.09,6351.55,4235.93,0.549,51.05,55.88,35.99,13.45,1.07,27.206,,,,,,
27-Oct-20 22:00,50,LCA-3009,sep-movil-r3,1325.6,61.58,1299.47,30.43,-,152967.14,6373.63,4239.28,0.550,51.25,56.03,36.08,13.32,1.07,26.962,,,,,,
27-Oct-20 23:00,50,LCA-3009,sep-movil-r3,1324.4,56.15,1298.88,30.51,-,152908.07,6371.17,4252.06,0.559,52.33,55.84,35.96,12.96,1.08,26.492,,,,,,
28-Oct-20 0:00,50,LCA-3009,sep-movil-r3,1324.8,59.32,1299.11,30.04,-,153183.88,6382.66,4310.68,0.557,51.51,55.18,35.54,13.31,1.07,27.249,,,,,,
28-Oct-20 1:00,50,LCA-3009,sep-movil-r3,1323.1,57.98,1299.10,30.14,-,153402.48,6391.77,4354.71,0.556,52.15,54.70,35.23,13.35,1.07,27.482,,,,,,
28-Oct-20 2:00,50,LCA-3009,sep-movil-r3,1324.5,60.13,1299.33,30.22,-,153178.46,6382.44,4328.57,0.556,52.05,54.95,35.39,13.11,1.07,27.032,,,,,,
28-Oct-20 3:00,50,LCA-3009,sep-movil-r3,1326.3,64.91,1300.01,31.19,-,152801.68,6366.74,4306.16,0.553,54.55,55.10,35.48,13.15,1.07,27.038,,,,,,
28-Oct-20 4:00,50,LCA-3009,sep-movil-r3,1324.9,63.18,1299.56,31.26,-,151841.62,6326.73,4294.70,0.548,55.81,54.90,35.36,13.26,1.07,27.275,,,,,,
28-Oct-20 5:00,50,LCA-3009,sep-movil-r3,1326.3,62.46,1299.55,31.96,-,151720.39,6321.68,4292.83,0.552,56.12,54.88,35.34,13.45,1.07,27.566,,,,,,
28-Oct-20 6:00,50,LCA-3009,sep-movil-r3,1323.8,63.70,1299.44,32.08,-,151684.56,6320.19,4313.83,0.552,55.77,54.60,35.16,13.78,1.07,28.156,,,,,,
28-Oct-20 7:00,50,LCA-3009,sep-movil-r3,1324.8,65.61,1297.39,32.53,-,151718.76,6321.62,4353.07,0.551,56.37,54.12,34.85,13.32,1.07,27.650,,,,,,
28-Oct-20 8:00,50,LCA-3009,sep-movil-r3,1326.8,64.77,1298.27,32.39,-,151207.27,6300.30,4296.32,0.550,56.75,54.65,35.19,13.67,1.07,27.975,,,,,,
28-Oct-20 9:00,50,LCA-3009,sep-movil-r3,1325.8,61.09,1298.05,31.94,-,152019.18,6334.13,4281.78,0.546,54.66,55.13,35.50,13.12,1.07,26.983,,,,,,
28-Oct-20 10:00,50,LCA-3009,sep-movil-r3,1327.4,59.58,1298.23,31.89,-,152518.19,6354.92,4314.62,0.547,52.83,54.89,35.35,13.61,1.07,27.799,,,,,,
28-Oct-20 11:00,50,LCA-3009,sep-movil-r3,1326.4,57.68,1298.16,32.11,-,151898.64,6329.11,4354.21,0.548,51.61,54.17,34.89,13.21,1.07,27.466,,,,,,
28-Oct-20 12:00,50,LCA-3009,sep-movil-r3,1327.8,58.44,1299.55,32.69,-,151234.46,6301.44,4320.81,0.548,51.05,54.35,35.00,12.96,1.07,27.022,,,,,,
28-Oct-20 13:00,50,LCA-3009,sep-movil-r3,1328.0,61.57,1299.57,33.52,-,151195.27,6299.80,4337.25,0.549,51.65,54.13,34.86,12.83,1.07,26.903,,,,,,
28-Oct-20 14:00,50,LCA-3009,sep-movil-r3,1330.0,63.73,1299.97,34.15,-,151203.41,6300.14,4309.62,0.548,52.83,54.48,35.09,12.76,1.07,26.669,,,,,,
28-Oct-20 15:00,50,LCA-3009,sep-movil-r3,1330.2,64.25,1299.38,35.60,-,150480.62,6270.03,4273.33,0.547,54.35,54.68,35.21,12.60,1.07,26.352,,,,,,
28-Oct-20 16:00,50,LCA-3009,sep-movil-r3,1328.3,64.58,1299.03,35.96,-,150275.69,6261.49,4274.54,0.548,54.24,54.59,35.16,12.85,1.07,26.768,,,,,,
07-Nov-20 20:00,40,LCA-3011,sep-movil-r3,1414.2,45.52,1288.05,42.59,-,197402.20,8225.09,7581.63,0.540,53.15,40.43,26.04,11.24,1.07,30.153,,,,,,
07-Nov-20 21:00,40,LCA-3011,sep-movil-r3,1416.7,45.28,1291.07,42.50,-,196679.69,16420.08,7706.37,0.540,52.62,39.63,25.52,12.89,1.07,33.557,,,,,,
07-Nov-20 22:00,40,LCA-3011,sep-movil-r3,1420.1,45.05,1295.79,41.90,-,195631.29,24571.38,7244.82,0.543,52.83,41.93,27.00,12.81,1.07,32.175,,,,,,
07-Nov-20 23:00,40,LCA-3011,sep-movil-r3,1420.6,42.44,1297.79,39.88,-,196275.82,32749.54,7408.27,0.538,51.54,41.14,26.49,11.11,1.07,29.545,,,,,,
08-Nov-20 0:00,40,LCA-3011,sep-movil-r3,1420.9,40.02,1299.21,37.55,-,196983.42,40957.18,7485.92,0.541,50.69,40.86,26.31,12.89,1.07,32.879,,,,,,
08-Nov-20 1:00,40,LCA-3011,sep-movil-r3,1423.5,45.67,1299.62,42.73,-,196855.18,49159.48,7374.57,0.538,51.03,41.45,26.69,12.81,1.07,32.427,,,,,,
08-Nov-20 2:00,40,LCA-3011,sep-movil-r3,1424.0,46.32,1301.28,44.43,-,195847.91,57319.81,7602.79,0.538,53.82,40.00,25.76,12.22,1.07,32.175,,,,,,
08-Nov-20 3:00,40,LCA-3011,sep-movil-r3,1422.7,45.33,1300.96,43.25,-,195281.93,65456.56,7769.22,0.537,54.56,39.03,25.14,11.52,1.07,31.428,,,,,,
08-Nov-20 4:00,40,LCA-3011,sep-movil-r3,1421.5,39.84,1301.21,40.83,-,195390.35,73597.82,7454.57,0.541,52.95,40.70,26.21,12.93,1.07,33.035,,,,,,
08-Nov-20 5:00,40,LCA-3011,sep-movil-r3,1415.7,35.76,1295.77,36.10,-,195860.08,81758.66,7804.22,0.538,49.00,38.97,25.10,12.83,1.07,33.828,,,,,,
08-Nov-20 6:00,40,LCA-3011,sep-movil-r3,1409.9,35.12,1288.02,35.26,-,197390.78,89983.28,7200.08,0.540,47.60,42.57,27.42,12.82,1.07,31.863,,,,,,
08-Nov-20 7:00,40,LCA-3011,sep-movil-r3,1405.5,36.44,1280.61,37.16,-,198796.61,98266.47,7390.24,0.543,47.89,41.77,26.90,13.57,1.07,33.531,,,,,,
08-Nov-20 8:00,40,LCA-3011,sep-movil-r3,1402.8,37.78,1276.09,37.47,-,199671.70,106586.12,7558.49,0.541,48.24,41.02,26.42,13.47,1.07,33.771,,,,,,
08-Nov-20 9:00,40,LCA-3011,sep-movil-r3,1404.5,40.71,1276.81,40.17,-,199986.61,114918.90,7583.35,0.542,48.86,40.95,26.37,13.59,1.07,34.007,,,,,,
08-Nov-20 10:00,40,LCA-3011,sep-movil-r3,1403.3,41.13,1276.76,41.42,-,199027.83,123211.73,7642.17,0.540,50.60,40.44,26.04,12.37,1.07,32.202,,,,,,
08-Nov-20 11:00,40,LCA-3011,sep-movil-r3,1406.0,43.21,1278.86,43.02,-,198308.27,131474.57,7494.09,0.540,51.74,41.09,26.46,12.14,1.07,31.449,,,,,,
08-Nov-20 12:00,40,LCA-3011,sep-movil-r3,1411.3,44.46,1282.36,44.61,-,199499.86,139787.06,7667.88,0.543,50.52,40.40,26.02,12.96,1.07,33.250,,,,,,
08-Nov-20 13:00,40,LCA-3011,sep-movil-r3,1410.7,45.62,1282.94,45.66,-,197683.36,148023.87,7525.42,0.538,52.69,40.79,26.27,10.50,1.07,28.557,,,,,,
08-Nov-20 14:00,40,LCA-3011,sep-movil-r3,1411.1,46.61,1284.35,46.61,-,196724.61,156220.73,7873.02,0.539,52.82,38.80,24.99,12.34,1.07,33.059,,,,,,
08-Nov-20 15:00,40,LCA-3011,sep-movil-r3,1412.1,49.13,1284.94,45.99,-,195918.81,164384.01,7605.54,0.538,54.25,40.00,25.76,10.28,1.07,28.524,,,,,,
08-Nov-20 16:00,40,LCA-3011,sep-movil-r3,1412.1,48.13,1284.51,46.28,-,196461.19,172569.90,7666.85,0.541,53.93,39.79,25.62,12.54,1.07,32.858,,,,,,
08-Nov-20 17:00,40,LCA-3011,sep-movil-r3,1412.5,46.27,1286.05,44.76,-,196467.78,180756.05,7885.09,0.541,52.80,38.69,24.92,11.51,1.07,31.598,,,,,,
08-Nov-20 18:00,40,LCA-3011,sep-movil-r3,1405.3,47.02,1276.67,45.37,-,197150.83,188970.67,7670.63,0.540,53.18,39.91,25.70,12.22,1.07,32.224,,,,,,
08-Nov-20 19:00,40,LCA-3011,sep-movil-r3,1406.0,45.34,1278.40,44.90,-,197323.48,197192.48,7882.76,0.539,52.61,38.87,25.03,10.88,1.07,30.296,,,,,,
05-Nov-20 15:00,40,LCA-3013,sep-movil-r3,1477.1,58.17,1315.17,46.09,-,238789.36,9949.56,33775.40,0.570,30.34,11.33,7.07,12.60,1.06,64.057,,,,,,
05-Nov-20 16:00,-,LCA-3013,sep-movil-r3,0.0,0.00,0.00,0.00,-,0.00,9949.56,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.000,,,,,,
05-Nov-20 17:00,-,LCA-3013,sep-movil-r3,0.0,0.00,0.00,0.00,-,0.00,9949.56,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.000,,,,,,
05-Nov-20 18:00,-,LCA-3013,sep-movil-r3,0.0,0.00,0.00,0.00,-,0.00,9949.56,0.00,0.000,0.00,0.00,0.00,0.00,0.00,0.000,,,,,,
05-Nov-20 19:00,40,LCA-3013,sep-movil-r3,1525.7,51.36,1300.05,40.77,-,218868.07,19069.06,19010.85,0.566,27.94,18.45,11.51,10.99,1.07,48.838,,,,,,
05-Nov-20 20:00,40,LCA-3013,sep-movil-r3,1540.4,52.66,1352.83,41.72,-,265653.62,30137.96,11663.75,0.535,44.27,36.50,22.78,11.30,1.07,33.161,,,,,,
05-Nov-20 21:00,40,LCA-3013,sep-movil-r3,1521.0,53.73,1334.22,41.92,-,259837.70,40964.53,8470.43,0.538,50.95,49.16,30.68,9.73,1.06,24.081,,,,,,
05-Nov-20 22:00,40,LCA-3013,sep-movil-r3,1495.0,52.49,1299.91,40.97,-,263303.72,51935.52,8215.75,0.542,50.98,51.36,32.05,7.35,1.06,18.655,,,,,,
05-Nov-20 23:00,40,LCA-3013,sep-movil-r3,1484.3,52.90,1290.73,42.68,-,264308.87,62948.39,8562.20,0.543,50.89,49.47,30.87,7.95,1.06,20.480,,,,,,
06-Nov-20 0:00,40,LCA-3013,sep-movil-r3,1479.4,51.53,1288.39,40.77,-,260638.20,73808.31,8129.42,0.544,51.01,51.38,32.06,9.63,1.06,23.098,,,,,,
06-Nov-20 1:00,40,LCA-3013,sep-movil-r3,1476.5,52.76,1287.53,40.36,-,260565.56,84665.21,8848.76,0.547,50.18,47.19,29.45,10.28,1.06,25.877,,,,,,
06-Nov-20 2:00,40,LCA-3013,sep-movil-r3,1473.4,53.77,1286.57,41.18,-,259453.52,95475.78,8884.42,0.546,51.02,46.80,29.20,9.96,1.06,25.432,,,,,,
06-Nov-20 3:00,40,LCA-3013,sep-movil-r3,1470.1,52.55,1285.81,40.39,-,256877.20,106178.99,9061.46,0.546,51.18,45.43,28.35,10.73,1.06,27.458,,,,,,
06-Nov-20 4:00,40,LCA-3013,sep-movil-r3,1467.7,52.87,1285.15,40.37,-,255788.01,116836.83,8196.69,0.546,51.15,50.01,31.21,10.78,1.06,25.675,,,,,,
06-Nov-20 5:00,40,LCA-3013,sep-movil-r3,1465.2,52.21,1284.13,38.78,-,254957.93,127460.07,9148.82,0.547,50.49,44.66,27.87,11.74,1.07,29.641,,,,,,
06-Nov-20 6:00,40,LCA-3013,sep-movil-r3,1462.6,53.03,1283.45,37.94,-,253693.69,138030.64,8731.97,0.545,50.44,46.56,29.05,12.09,1.07,29.385,,,,,,
06-Nov-20 7:00,40,LCA-3013,sep-movil-r3,1460.9,52.38,1281.17,37.21,-,254243.13,148624.11,8402.58,0.544,50.34,48.49,30.26,12.83,1.07,29.776,,,,,,
